----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
----------
29/08/22 11h35
Test carte SD, sans 18b20 et MAX30100

Index;Temperature;Cardio;Saturation;Son;Accelerationy
-27444;-29.98;138.16;951016;-825
-26469;-23.63;137.60;951023;-936
-25605;-23.63;137.60;951023;-936
-24828;-20.21;134.18;951023;-942
-23964;-20.21;134.18;951023;-942
-23187;-31.93;138.84;951016;-825
-22373;-31.93;138.84;951016;-825
-21484;-31.93;138.84;951016;-825
-20714;-13.38;137.87;951022;-936
-19851;-13.38;137.87;951022;-936
-19073;-14.84;139.38;951008;-895
-18181;-14.84;139.38;951008;-895
-17319;-14.84;139.38;951008;-895
-16343;-26.56;139.05;951023;-936
-15479;-26.56;139.05;951023;-936
-14674;-26.56;134.40;951023;-936
-13810;-26.56;134.40;951023;-936
-13004;-28.03;138.00;951023;-936
-12141;-28.03;138.00;951023;-936
-11248;-28.03;138.00;951023;-936
-10272;-30.47;137.28;951023;-936
-9410;-30.47;137.28;951023;-936
-8603;-28.03;134.09;951023;-936
-7748;-28.03;134.09;951023;-936
-6972;-29.98;138.14;951023;-936
-6089;-29.98;138.14;951023;-936
-5225;-29.98;138.14;951023;-936
-4250;-29.98;138.97;951023;-936
-3386;-29.98;138.97;951023;-936
-2580;-19.24;134.38;951023;-942
-1716;-19.24;134.38;951023;-942
-909;-30.47;138.07;951017;-830
-46;-30.47;138.07;951017;-830
832;-30.47;138.07;951017;-830
1805;-29.49;137.48;951023;-942
2669;-29.49;137.48;951023;-942
3475;-31.45;134.16;951019;-842
4339;-31.45;134.16;951019;-842
5147;-26.07;138.15;951008;-913
6001;-26.07;138.15;951008;-913
6895;-26.07;138.15;951008;-913
7672;-22.17;137.37;951023;-936
8564;-22.17;137.37;951023;-936
9342;-21.19;137.54;951023;-936
10235;-21.19;137.54;951023;-936
11099;-21.19;137.54;951023;-936
12075;-31.93;138.66;951023;-936
12939;-31.93;138.66;951023;-936
13715;-33.89;134.48;951023;-936
14609;-33.89;134.48;951023;-936
15387;-33.89;136.69;951023;-936
16269;-33.89;136.69;951023;-936
17133;-33.89;136.69;951023;-936
17910;-28.03;138.88;951023;-936
18802;-28.03;138.88;951023;-936
19569;-31.93;137.59;951023;-936
20433;-31.93;137.59;951023;-936
21296;-31.93;137.59;951023;-936
22272;-19.73;139.71;951023;-936
23136;-19.73;139.71;951023;-936
23928;-34.86;134.57;951023;-942
24821;-34.86;134.57;951023;-942
25600;-33.89;136.26;951023;-942
26463;-33.89;136.26;951023;-942
27356;-33.89;136.26;951023;-942
28332;-29.49;137.70;951023;-936
29195;-29.49;137.70;951023;-936
29973;-34.38;134.19;951023;-936
30837;-34.38;134.19;951023;-936
31643;-29.00;138.73;951023;-936
32489;-29.00;138.73;951023;-936
-32184;-29.00;138.73;951023;-936
-31407;-29.49;139.44;951023;-936
-30543;-29.49;139.44;951023;-936
-29737;-32.42;139.60;951023;-860
-28875;-32.42;139.60;951023;-860
-28012;-32.42;139.60;951023;-860
-27036;-31.93;139.53;951023;-936
-26174;-31.93;139.53;951023;-936
-25368;-31.45;134.47;951023;-936
-24505;-31.45;134.47;951023;-936
-23728;-28.03;138.20;951016;-825
-22857;-28.03;138.20;951016;-825
-21994;-28.03;138.20;951016;-825
-21020;-34.38;138.75;951023;-936
-20165;-34.38;138.75;951023;-936
-19359;-31.45;134.42;951023;-936
-18477;-31.45;134.42;951023;-936
-17701;-31.45;136.31;951023;-942
-16838;-31.45;136.31;951023;-942
-15976;-31.45;136.31;951023;-942
-15199;-31.93;139.60;951023;-936
-14337;-31.93;139.60;951023;-936
-13532;-29.00;139.82;951023;-942
-12669;-29.00;139.82;951023;-942
-11807;-29.00;139.82;951023;-942
-10835;-28.03;139.35;951023;-936
-9942;-28.03;139.35;951023;-936
-9164;-34.38;132.73;951023;-936
-8272;-34.38;132.73;951023;-936
-7494;-23.14;136.77;951016;-819
-6610;-23.14;136.77;951016;-819
-5747;-23.14;136.77;951016;-819
-4771;-23.14;138.81;951023;-936
-3907;-23.14;138.81;951023;-936
-3104;-25.10;134.25;951023;-936
-2240;-25.10;134.25;951023;-936
-1462;-27.05;138.16;951023;-942
-612;-27.05;138.16;951023;-942
252;-27.05;138.16;951023;-942
1056;-31.93;139.72;951019;-836
1916;-31.93;139.72;951019;-836
2694;-29.00;138.87;951018;-918
3559;-29.00;138.87;951018;-918
4450;-29.00;138.87;951018;-918
5413;-29.00;137.84;951016;-813
6267;-29.00;137.84;951016;-813
7044;-27.05;134.21;951020;-918
7937;-27.05;134.21;951020;-918
8744;-19.73;136.95;951019;-836
9608;-19.73;136.95;951019;-836
10472;-19.73;136.95;951019;-836
11448;-29.98;139.31;951023;-936
12340;-29.98;139.31;951023;-936
13119;-31.93;132.65;951023;-936
13983;-31.93;132.65;951023;-936
14789;-33.89;138.46;951023;-936
15654;-33.89;138.46;951023;-936
16518;-33.89;138.46;951023;-936
17493;-27.54;139.38;951023;-936
18386;-27.54;139.38;951023;-936
19164;-34.38;132.66;951023;-936
20019;-34.38;132.66;951023;-936
20826;-29.00;138.66;951023;-936
21690;-29.00;138.66;951023;-936
22553;-29.00;138.66;951023;-936
23330;-18.75;139.20;951023;-936
24222;-18.75;139.20;951023;-936
24999;-29.49;137.83;951023;-948
25892;-29.49;137.83;951023;-948
26755;-29.49;137.83;951023;-948
27730;-31.93;138.95;951023;-936
28579;-31.93;138.95;951023;-936
29382;-34.86;134.38;951023;-936
30245;-34.86;134.38;951023;-936
31053;-30.47;138.19;951016;-825
31916;-30.47;138.19;951016;-825
-32756;-30.47;138.19;951016;-825
-31789;-25.59;139.21;951017;-825
-30925;-25.59;139.21;951017;-825
-30148;-30.47;134.31;951016;-819
-29256;-30.47;134.31;951016;-819
-28478;-20.21;137.04;951023;-936
-27641;-20.21;137.04;951023;-936
-26777;-20.21;137.04;951023;-936
-25998;-29.00;139.68;951016;-819
-25136;-29.00;139.68;951016;-819
-24330;-33.89;139.75;951023;-936
-23467;-33.89;139.75;951023;-936
-22575;-33.89;139.75;951023;-936
-21600;-22.66;137.59;951023;-936
-20736;-22.66;137.59;951023;-936
-19960;-33.89;134.18;951023;-936
-19075;-33.89;134.18;951023;-936
-18297;-30.96;137.02;951023;-936
-17448;-30.96;137.02;951023;-936
-16555;-30.96;137.02;951023;-936
-15778;-32.91;137.67;951023;-936
-14887;-32.91;137.67;951023;-936
-14122;-34.38;137.51;951023;-936
-13229;-34.38;137.51;951023;-936
-12366;-34.38;137.51;951023;-936
-11390;-31.93;138.74;951023;-936
-10526;-31.93;138.74;951023;-936
-9720;-33.40;134.42;951023;-936
-8856;-33.40;134.42;951023;-936
-8049;-30.96;138.00;951017;-825
-7186;-30.96;138.00;951017;-825
-6332;-30.96;138.00;951017;-825
-5357;-34.86;139.40;951023;-936
-4494;-34.86;139.40;951023;-936
-3687;-31.93;134.45;951023;-936
-2823;-31.93;134.45;951023;-936
-2017;-33.40;138.20;951023;-936
-1153;-33.40;138.20;951023;-936
-289;-33.40;138.20;951023;-936
686;-29.00;139.36;951023;-936
1550;-29.00;139.36;951023;-936
2328;-34.38;134.33;951023;-936
3191;-34.38;134.33;951023;-936
3998;-25.10;138.95;951016;-819
4840;-25.10;138.95;951016;-819
5732;-25.10;138.95;951016;-819
6508;-33.89;137.46;951023;-936
7364;-33.89;137.46;951023;-936
8169;-24.61;139.47;951023;-936
9020;-24.61;139.47;951023;-936
9912;-24.61;139.47;951023;-936
10887;-33.89;137.41;951023;-936
11750;-33.89;137.41;951023;-936
12557;-34.38;134.22;951023;-936
13448;-34.38;134.22;951023;-936
14227;-18.75;136.20;951023;-936
15090;-18.75;136.20;951023;-936
15981;-18.75;136.20;951023;-936
16957;-29.00;137.67;951023;-936
17821;-29.00;137.67;951023;-936
18626;-29.98;134.26;951023;-936
19489;-29.98;134.26;951023;-936
20257;-28.03;138.01;951023;-936
21133;-28.03;138.01;951023;-936
21997;-28.03;138.01;951023;-936
22973;-31.45;138.96;951023;-936
23835;-31.45;138.96;951023;-936
24641;-23.63;134.38;951023;-936
25505;-23.63;134.38;951023;-936
26310;-28.52;138.19;951023;-936
27173;-28.52;138.19;951023;-936
28065;-28.52;138.19;951023;-936
29040;-32.42;137.33;951023;-936
29932;-32.42;137.33;951023;-936
30709;-33.89;132.26;951023;-936
31571;-33.89;132.26;951023;-936
32349;-33.89;138.59;951023;-936
-32335;-33.89;138.59;951023;-936
-31455;-33.89;138.59;951023;-936
-30480;-30.96;137.82;951023;-942
-29616;-30.96;137.82;951023;-942
-28811;-30.47;134.10;951023;-936
-27947;-30.47;134.10;951023;-936
-27141;-28.03;138.02;951016;-825
-26279;-28.03;138.02;951016;-825
-25385;-28.03;138.02;951016;-825
-24410;-29.98;137.44;951023;-936
-23548;-29.98;137.44;951023;-936
-22771;-33.89;134.23;951023;-936
-21877;-33.89;134.23;951023;-936
-21100;-28.52;136.95;951019;-836
-20227;-28.52;136.95;951019;-836
-19363;-28.52;136.95;951019;-836
-18396;-30.96;138.82;951017;-825
-17532;-30.96;138.82;951017;-825
-16726;-26.07;134.43;951015;-819
-15864;-26.07;134.43;951015;-819
-15085;-25.59;138.12;951016;-819
-14243;-25.59;138.12;951016;-819
-13352;-25.59;138.12;951016;-819
-12376;-30.96;137.82;951023;-936
-11514;-30.96;137.82;951023;-936
-10709;-20.70;134.21;951023;-936
-9847;-20.70;134.21;951023;-936
-9053;-14.84;138.16;951016;-825
-8194;-14.84;138.16;951016;-825
-7302;-14.84;138.16;951016;-825
-6525;-28.52;137.49;951023;-930
-5643;-28.52;137.49;951023;-930
-4837;-18.75;137.56;951023;-748
-3974;-18.75;137.56;951023;-748
-3082;-18.75;137.56;951023;-748
-2106;-29.98;137.45;951023;-971
-1214;-29.98;137.45;951023;-971
-438;-33.40;132.45;951023;-959
455;-33.40;132.45;951023;-959
1233;-32.91;136.72;951023;-954
2095;-32.91;136.72;951023;-954
2958;-32.91;136.72;951023;-954
3735;-30.47;139.58;951023;-954
4599;-30.47;139.58;951023;-954
5405;-31.45;139.62;951023;-948
6268;-31.45;139.62;951023;-948
7130;-31.45;139.62;951023;-948
8097;-26.07;139.49;951016;-830
8960;-26.07;139.49;951016;-830
9736;-13.87;134.35;951016;-807
10628;-13.87;134.35;951016;-807
11435;-31.93;137.04;951023;-866
12297;-31.93;137.04;951023;-866
13159;-31.93;137.04;951023;-866
14123;-30.47;139.17;951016;-825
15012;-30.47;139.17;951016;-825
15818;-33.40;132.60;951023;-948
16681;-33.40;132.60;951023;-948
17458;-22.66;137.88;951023;-954
18350;-22.66;137.88;951023;-954
19214;-22.66;137.88;951023;-954
20188;-33.40;138.96;951023;-954
21044;-33.40;138.96;951023;-954
21851;-30.47;134.38;951023;-948
22714;-30.47;134.38;951023;-948
23521;-30.47;138.19;951023;-959
24384;-30.47;138.19;951023;-959
25247;-30.47;138.19;951023;-959
26024;-31.93;139.41;951023;-948
26917;-31.93;139.41;951023;-948
27694;-33.40;137.78;951023;-954
28587;-33.40;137.78;951023;-954
29451;-33.40;137.78;951023;-954
30426;-28.03;138.68;951023;-948
31290;-28.03;138.68;951023;-948
32097;-32.42;134.49;951023;-948
-32548;-32.42;134.49;951023;-948
-31769;-32.91;136.24;951023;-954
-30884;-32.91;136.24;951023;-954
-30022;-32.91;136.24;951023;-954
-29245;-34.86;138.82;951023;-948
-28392;-34.86;138.82;951023;-948
-27589;-33.89;139.30;951023;-948
-26726;-33.89;139.30;951023;-948
-25862;-33.89;139.30;951023;-948
-24886;-29.49;139.51;951023;-948
-24022;-29.49;139.51;951023;-948
-23216;-29.00;134.47;951023;-948
-22353;-29.00;134.47;951023;-948
-21546;-20.70;138.01;951023;-948
-20682;-20.70;138.01;951023;-948
-19819;-20.70;138.01;951023;-948
-19043;-31.93;139.43;951023;-948
-18158;-31.93;139.43;951023;-948
-17381;-34.38;137.86;951023;-948
-16489;-34.38;137.86;951023;-948
-15625;-34.38;137.86;951023;-948
-14650;-33.40;138.95;951023;-948
-13787;-33.40;138.95;951023;-948
-13009;-30.96;134.38;951023;-948
-12146;-30.96;134.38;951023;-948
-11339;-28.03;138.88;951017;-836
-10495;-28.03;138.88;951017;-836
-9604;-28.03;138.88;951017;-836
-8828;-25.10;137.49;951023;-948
-7964;-25.10;137.49;951023;-948
-7159;-23.63;139.28;951023;-954
-6295;-23.63;139.28;951023;-954
-5417;-23.63;139.28;951023;-954
-4442;-30.96;137.40;951023;-948
-3579;-30.96;137.40;951023;-948
-2772;-19.73;134.22;951023;-948
-1909;-19.73;134.22;951023;-948
-1131;-27.05;138.08;951023;-948
-279;-27.05;138.08;951023;-948
614;-27.05;138.08;951023;-948
1590;-31.93;137.74;951023;-948
2454;-31.93;137.74;951023;-948
3259;-28.52;134.09;951023;-948
4124;-28.52;134.09;951023;-948
4930;-33.40;138.14;951023;-948
5792;-33.40;138.14;951023;-948
6684;-33.40;138.14;951023;-948
7462;-20.70;137.49;951023;-948
8310;-20.70;137.49;951023;-948
9085;-23.63;139.48;951023;-948
9978;-23.63;139.48;951023;-948
10841;-23.63;139.48;951023;-948
11817;-24.61;139.06;951023;-948
12681;-24.61;139.06;951023;-948
13485;-31.93;134.40;951023;-948
14378;-31.93;134.40;951023;-948
15156;-24.61;136.23;951023;-948
16047;-24.61;136.23;951023;-948
16910;-24.61;136.23;951023;-948
17687;-33.40;138.85;951023;-948
18567;-33.40;138.85;951023;-948
19343;-32.42;137.58;951023;-948
20235;-32.42;137.58;951023;-948
21099;-32.42;137.58;951023;-948
22066;-26.07;138.94;951023;-866
22931;-26.07;138.94;951023;-866
23736;-17.77;134.38;951019;-930
24600;-17.77;134.38;951019;-930
25378;-31.93;137.99;951017;-830
26212;-31.93;137.99;951017;-830
27104;-31.93;137.99;951017;-830
28078;-20.70;137.62;951023;-948
28941;-20.70;137.62;951023;-948
29719;-34.38;134.33;951023;-948
30612;-34.38;134.33;951023;-948
31389;-20.70;136.85;951023;-948
32267;-20.70;136.85;951023;-948
-32406;-20.70;136.85;951023;-948
-31431;-32.91;138.86;951023;-948
-30576;-32.91;138.86;951023;-948
-29769;-34.38;134.26;951023;-948
-28907;-34.38;134.26;951023;-948
-28100;-24.61;138.17;951016;-830
-27237;-24.61;138.17;951016;-830
-26374;-24.61;138.17;951016;-830
-25399;-33.89;139.21;951023;-948
-24535;-33.89;139.21;951023;-948
-23742;-19.73;134.57;951023;-948
-22882;-19.73;134.57;951023;-948
-22104;-32.91;138.14;951023;-948
-21225;-32.91;138.14;951023;-948
-20361;-32.91;138.14;951023;-948
-19385;-24.61;138.94;951023;-948
-18522;-24.61;138.94;951023;-948
-17753;-33.40;134.38;951023;-948
-16861;-33.40;134.38;951023;-948
-16084;-32.91;137.05;951023;-948
-15238;-32.91;137.05;951023;-948
-14347;-32.91;137.05;951023;-948
-13372;-34.38;137.56;951023;-948
-12509;-34.38;137.56;951023;-948
-11731;-27.54;133.96;951023;-954
-10869;-27.54;133.96;951023;-954
-10062;-33.89;138.88;951023;-930
-9215;-33.89;138.88;951023;-930
-8324;-33.89;138.88;951023;-930
-7547;-32.91;137.57;951023;-930
-6655;-32.91;137.57;951023;-930
-5879;-19.73;137.30;951023;-936
-5023;-19.73;137.30;951023;-936
-4130;-19.73;137.30;951023;-936
-3155;-31.45;137.77;951023;-930
-2291;-31.45;137.77;951023;-930
-1485;-25.59;134.20;951023;-930
-632;-25.59;134.20;951023;-930
174;-33.40;137.96;951023;-930
1038;-33.40;137.96;951023;-930
1901;-33.40;137.96;951023;-930
2877;-19.73;139.30;951023;-930
3741;-19.73;139.30;951023;-930
4546;-34.38;134.51;951023;-930
5410;-34.38;134.51;951023;-930
6218;-29.98;138.13;951023;-930
7080;-29.98;138.13;951023;-930
7973;-29.98;138.13;951023;-930
8938;-29.98;137.33;951016;-813
9802;-29.98;137.33;951016;-813
10609;-29.00;134.21;951016;-813
11474;-29.00;134.21;951016;-813
12280;-27.54;137.78;951016;-813
13144;-27.54;137.78;951016;-813
14037;-27.54;137.78;951016;-813
14814;-29.98;137.50;951023;-889
15678;-29.98;137.50;951023;-889
16485;-31.45;139.48;951022;-924
17349;-31.45;139.48;951022;-924
18242;-31.45;139.48;951022;-924
19019;-30.47;137.50;951023;-924
19882;-30.47;137.50;951023;-924
20660;-27.05;139.48;951023;-930
21526;-27.05;139.48;951023;-930
22397;-27.05;139.48;951023;-930
23369;-29.98;137.64;951023;-930
24233;-29.98;137.64;951023;-930
25039;-34.86;134.15;951023;-930
25932;-34.86;134.15;951023;-930
26710;-26.07;136.19;951023;-930
27601;-26.07;136.19;951023;-930
28465;-26.07;136.19;951023;-930
29243;-34.38;138.84;951023;-930
30134;-34.38;138.84;951023;-930
30911;-34.38;137.51;951023;-930
31775;-34.38;137.51;951023;-930
32638;-34.38;137.51;951023;-930
-31922;-29.98;139.51;951023;-930
-31060;-29.98;139.51;951023;-930
-30291;-31.93;134.54;951023;-930
-29427;-31.93;134.54;951023;-930
-28649;-24.61;138.98;951023;-930
-27826;-24.61;138.98;951023;-930
-26962;-24.61;138.98;951023;-930
-26184;-33.89;139.61;951023;-930
-25292;-33.89;139.61;951023;-930
-24515;-33.40;137.89;951023;-930
-23623;-33.40;137.89;951023;-930
-22760;-33.40;137.89;951023;-930
-21983;-30.47;138.69;951023;-924
-21091;-30.47;138.69;951023;-924
-20315;-22.17;137.75;951023;-930
-19436;-22.17;137.75;951023;-930
-18577;-22.17;137.75;951023;-930
-17610;-22.66;138.95;951017;-819
-16745;-22.66;138.95;951017;-819
-15967;-23.14;134.38;951020;-918
-15105;-23.14;134.38;951020;-918
-14326;-29.00;138.88;951023;-924
-13519;-29.00;138.88;951023;-924
-12628;-29.00;138.88;951023;-924
-11851;-25.10;137.87;951016;-907
-10958;-25.10;137.87;951016;-907
-10181;-21.19;137.54;951016;-801
-9318;-21.19;137.54;951016;-801
-8426;-21.19;137.54;951016;-801
-7451;-33.89;137.59;951023;-924
-6587;-33.89;137.59;951023;-924
-5810;-19.24;134.25;951023;-930
-4947;-19.24;134.25;951023;-930
-4177;-29.49;138.74;951023;-930
-3357;-29.49;138.74;951023;-930
-2495;-29.49;138.74;951023;-930
-1717;-23.14;139.56;951023;-930
-853;-23.14;139.56;951023;-930
-47;-34.38;139.81;951023;-924
818;-34.38;139.81;951023;-924
1710;-34.38;139.81;951023;-924
2685;-25.10;137.74;951023;-930
3534;-25.10;137.74;951023;-930
4308;-19.24;134.20;951023;-930
5201;-19.24;134.20;951023;-930
5980;-29.00;136.64;951023;-918
6856;-29.00;136.64;951023;-918
7718;-29.00;136.64;951023;-918
8686;-22.66;138.87;951023;-936
9550;-22.66;138.87;951023;-936
10355;-20.21;134.37;951015;-807
11218;-20.21;134.37;951015;-807
11997;-31.93;138.18;951023;-924
12834;-31.93;138.18;951023;-924
13698;-31.93;138.18;951023;-924
14504;-25.10;139.72;951016;-848
15366;-25.10;139.72;951016;-848
16144;-25.10;138.98;951023;-930
17008;-25.10;138.98;951023;-930
17899;-25.10;138.98;951023;-930
18875;-21.19;137.85;951023;-930
19739;-21.19;137.85;951023;-930
20516;-34.38;134.22;951023;-930
21408;-34.38;134.22;951023;-930
22176;-26.56;137.02;951016;-813
23049;-26.56;137.02;951016;-813
23912;-26.56;137.02;951016;-813
24888;-33.89;138.74;951023;-930
25751;-33.89;138.74;951023;-930
26518;-33.40;134.31;951023;-930
27408;-33.40;134.31;951023;-930
28186;-33.89;136.85;951023;-930
29038;-33.89;136.85;951023;-930
29902;-33.89;136.85;951023;-930
30708;-34.38;139.63;951023;-924
31572;-34.38;139.63;951023;-924
32378;-28.52;139.05;951016;-807
-32295;-28.52;139.05;951016;-807
-31432;-28.52;139.05;951016;-807
-30456;-28.03;139.39;951023;-930
-29588;-28.03;139.39;951023;-930
-28782;-21.19;134.52;951023;-930
-27918;-21.19;134.52;951023;-930
-27141;-21.19;138.13;951023;-930
-26286;-21.19;138.13;951023;-930
-25422;-21.19;138.13;951023;-930
-24447;-22.66;139.67;951023;-930
-23583;-22.66;139.67;951023;-930
-22776;-29.00;134.49;951023;-930
-21913;-29.00;134.49;951023;-930
-21135;-26.07;138.20;951016;-813
-20263;-26.07;138.20;951016;-813
-19400;-26.07;138.20;951016;-813
-18424;-27.54;138.82;951023;-930
-17560;-27.54;138.82;951023;-930
-16762;-30.96;134.33;951023;-924
-15898;-30.96;134.33;951023;-924
-15134;-18.75;138.10;951023;-930
-14257;-18.75;138.10;951023;-930
-13393;-18.75;138.10;951023;-930
-12615;-31.93;138.97;951023;-930
-11723;-31.93;138.97;951023;-930
-10945;-22.66;137.72;951023;-930
-10052;-22.66;137.72;951023;-930
-9189;-22.66;137.72;951023;-930
-8411;-23.63;138.91;951023;-924
-7518;-23.63;138.91;951023;-924
-6741;-33.40;137.71;951023;-924
-5876;-33.40;137.71;951023;-924
-5011;-33.40;137.71;951023;-924
-4045;-17.29;139.53;951016;-813
-3181;-17.29;139.53;951016;-813
-2375;-27.54;134.54;951012;-901
-1512;-27.54;134.54;951012;-901
-707;-19.24;137.83;951023;-924
156;-19.24;137.83;951023;-924
1048;-19.24;137.83;951023;-924
2024;-28.03;137.50;951023;-930
2887;-28.03;137.50;951023;-930
3664;-29.00;134.16;951023;-930
4557;-29.00;134.16;951023;-930
5334;-29.98;137.01;951016;-813
6178;-29.98;137.01;951016;-813
7070;-29.98;137.01;951016;-813
8036;-27.54;137.53;951016;-813
8896;-27.54;137.53;951016;-813
9666;-17.29;133.95;951016;-813
10559;-17.29;133.95;951016;-813
11365;-27.05;136.98;951021;-918
12228;-27.05;136.98;951021;-918
13092;-27.05;136.98;951021;-918
14067;-21.68;139.17;951023;-930
14931;-21.68;139.17;951023;-930
15737;-31.93;134.31;951023;-924
16599;-31.93;134.31;951023;-924
17406;-33.40;138.17;951023;-842
18270;-33.40;138.17;951023;-842
19161;-33.40;138.17;951023;-842
20137;-25.59;137.49;951023;-930
21029;-25.59;137.49;951023;-930
21806;-30.47;132.39;951023;-930
22688;-30.47;132.39;951023;-930
23466;-15.82;136.71;951017;-813
24329;-15.82;136.71;951017;-813
25193;-15.82;136.71;951017;-813
26168;-24.61;139.55;951023;-930
27031;-24.61;139.55;951023;-930
27837;-31.93;134.54;951023;-930
28700;-31.93;134.54;951023;-930
29506;-27.54;138.14;951023;-930
30369;-27.54;138.14;951023;-930
31252;-27.54;138.14;951023;-930
32224;-27.05;137.33;951023;-930
-32452;-27.05;137.33;951023;-930
-31649;-22.17;134.03;951015;-813
-30785;-22.17;134.03;951015;-813
-30006;-29.49;137.82;951015;-807
-29135;-29.49;137.82;951015;-807
-28272;-29.49;137.82;951015;-807
-27296;-20.21;138.95;951023;-930
-26432;-20.21;138.95;951023;-930
-25627;-27.05;134.38;951023;-936
-24763;-27.05;134.38;951023;-936
-23984;-22.66;138.00;951023;-924
-23108;-22.66;138.00;951023;-924
-22244;-22.66;138.00;951023;-924
-21268;-21.68;138.77;951023;-930
-20377;-21.68;138.77;951023;-930
-19600;-30.47;132.47;951023;-930
-18706;-30.47;132.47;951023;-930
-17929;-32.42;136.73;951023;-930
-17037;-32.42;136.73;951023;-930
-16184;-32.42;136.73;951023;-930
-15208;-21.19;138.69;951023;-930
-14345;-21.19;138.69;951023;-930
-13568;-33.89;134.23;951023;-930
-12705;-33.89;134.23;951023;-930
-11898;-30.96;138.93;951023;-930
-11050;-30.96;138.93;951023;-930
-10191;-30.96;138.93;951023;-930
-9384;-29.98;139.41;951023;-924
-8520;-29.98;139.41;951023;-924
-7743;-19.24;139.01;951023;-924
-6851;-19.24;139.01;951023;-924
-5987;-19.24;139.01;951023;-924
-5012;-27.05;138.83;951023;-930
-4148;-27.05;138.83;951023;-930
-3351;-19.73;134.26;951023;-924
-2488;-19.73;134.26;951023;-924
-1681;-20.70;138.05;951016;-807
-817;-20.70;138.05;951016;-807
74;-20.70;138.05;951016;-807
851;-18.26;137.51;951023;-930
1743;-18.26;137.51;951023;-930
2520;-33.89;137.49;951023;-924
3413;-33.89;137.49;951023;-924
4276;-33.89;137.49;951023;-924
5251;-33.40;138.93;951023;-930
6115;-33.40;138.93;951023;-930
6921;-32.91;134.38;951023;-930
7727;-32.91;134.38;951023;-930
8588;-32.42;141.91;951023;-1047
9108;-32.42;141.91;951023;-1047
13510;-29.98;164.92;951016;-819
14480;-29.98;164.92;951016;-819
15076;-29.98;164.92;951016;-819
15907;-18.26;117.45;941023;-936
16771;-18.26;117.45;941023;-936
17583;-30.47;134.26;9429;-936
18447;-30.47;134.26;9429;-936
