Index;Date;Time;Temperature(°C);Cardio(BPM);Saturation(%SpO2);Audio(%max);Rotation(rad/s);Acceleration(m/s2)
324;07/03/2023;13:34:07;29.16;0.00;0;99.00;0.07;10.07
325;07/03/2023;13:34:09;29.17;0.00;0;99.00;0.07;10.09
326;07/03/2023;13:34:11;29.19;0.00;0;99.00;0.07;10.07
327;07/03/2023;13:34:13;29.17;0.00;0;99.00;0.07;10.08
328;07/03/2023;13:34:15;29.19;0.00;0;99.00;0.07;10.09
329;07/03/2023;13:34:17;29.18;0.00;0;99.00;0.07;10.06
330;07/03/2023;13:34:19;29.19;0.00;0;99.00;0.06;10.09
331;07/03/2023;13:34:21;29.17;0.00;0;99.00;0.07;10.07
332;07/03/2023;13:34:23;29.19;0.00;0;99.00;0.07;10.07
333;07/03/2023;13:34:25;29.17;0.00;0;99.00;0.07;10.07
334;07/03/2023;13:34:27;29.20;0.00;0;99.00;0.06;10.08
335;07/03/2023;13:34:29;29.19;0.00;0;99.00;0.06;10.08
336;07/03/2023;13:34:31;29.19;0.00;0;99.00;0.07;10.10
337;07/03/2023;13:34:33;29.17;0.00;0;99.00;0.06;10.09
338;07/03/2023;13:34:35;29.20;0.00;0;99.00;0.07;10.06
339;07/03/2023;13:34:37;29.19;0.00;0;99.00;0.07;10.08
340;07/03/2023;13:34:39;29.17;0.00;0;99.00;0.07;10.08
341;07/03/2023;13:34:41;29.19;0.00;0;99.00;0.07;10.08
342;07/03/2023;13:34:43;29.19;0.00;0;99.00;0.06;10.10
343;07/03/2023;13:34:45;29.18;0.00;0;99.00;0.07;10.07
344;07/03/2023;13:34:47;29.18;0.00;0;99.00;0.06;10.08
345;07/03/2023;13:34:49;29.21;0.00;0;99.00;0.07;10.05
346;07/03/2023;13:34:51;29.21;0.00;0;99.00;0.07;10.08
347;07/03/2023;13:34:53;29.20;0.00;0;99.00;0.07;10.08
348;07/03/2023;13:34:55;29.21;0.00;0;99.00;0.07;10.07
