Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
406;10/04/2023;22:33:14;56.70;95.26;1.42;0.00;0.55;0.00
407;10/04/2023;22:33:16;57.51;95.37;1.57;0.10;0.44;0.00
408;10/04/2023;22:33:18;57.87;95.56;1.69;0.05;0.33;0.00
409;10/04/2023;22:33:20;57.50;95.67;1.68;0.14;0.26;0.00
410;10/04/2023;22:33:22;58.90;95.70;1.29;0.05;0.25;0.00
411;10/04/2023;22:33:24;56.73;95.68;1.55;0.10;0.34;0.00
412;10/04/2023;22:33:26;57.52;95.79;1.61;0.05;0.43;0.00
413;10/04/2023;22:33:28;55.09;95.87;1.72;0.05;0.37;0.00
414;10/04/2023;22:33:30;53.77;95.91;1.36;0.00;0.33;0.00
415;10/04/2023;22:33:32;53.44;95.94;1.49;0.05;0.38;0.00
416;10/04/2023;22:33:34;54.32;95.96;1.68;0.00;0.48;0.00
417;10/04/2023;22:33:36;56.94;95.97;1.59;0.05;0.38;0.00
418;10/04/2023;22:33:38;62.41;95.97;1.80;0.00;0.24;0.00
419;10/04/2023;22:33:40;64.56;95.96;1.48;0.10;0.23;0.00
420;10/04/2023;22:33:42;64.84;95.95;1.32;0.00;0.29;0.00
421;10/04/2023;22:33:44;65.24;95.93;1.49;0.00;0.52;0.00
422;10/04/2023;22:33:46;67.77;95.90;1.55;0.05;0.67;0.00
423;10/04/2023;22:33:48;68.93;95.84;1.63;0.05;0.70;0.00
424;10/04/2023;22:33:50;68.73;95.76;1.51;0.00;0.65;0.00
425;10/04/2023;22:33:52;65.73;95.63;1.41;0.14;0.52;0.00
426;10/04/2023;22:33:54;66.68;95.42;1.62;0.05;0.45;0.00
427;10/04/2023;22:33:56;65.53;95.29;1.71;0.00;0.20;0.00
428;10/04/2023;22:33:58;58.48;95.23;1.71;0.05;0.04;0.00
429;10/04/2023;22:34:00;54.29;95.20;1.55;0.05;0.01;0.00
430;10/04/2023;22:34:02;53.05;95.22;0.95;0.05;0.02;0.00
431;10/04/2023;22:34:04;53.21;95.29;1.05;0.00;0.08;0.00
432;10/04/2023;22:34:06;53.65;95.41;1.04;0.05;0.42;0.00
433;10/04/2023;22:34:08;56.23;95.41;1.12;0.10;0.73;0.00
434;10/04/2023;22:34:10;55.10;95.49;1.17;0.10;0.77;0.00
435;10/04/2023;22:34:12;56.97;95.67;1.23;0.00;0.81;0.00
436;10/04/2023;22:34:14;56.41;95.79;1.14;0.14;0.77;0.00
437;10/04/2023;22:34:16;55.14;95.86;1.17;0.10;0.68;0.00
438;10/04/2023;22:34:18;56.86;95.91;1.34;0.14;0.63;0.00
439;10/04/2023;22:34:20;59.14;95.93;1.16;0.10;0.67;0.00
440;10/04/2023;22:34:22;57.92;95.95;1.14;0.10;0.73;0.00
441;10/04/2023;22:34:24;55.93;95.95;1.24;0.26;0.70;0.00
442;10/04/2023;22:34:26;57.11;95.94;1.11;0.05;0.61;0.00
443;10/04/2023;22:34:28;58.79;95.92;1.35;0.14;0.58;0.00
444;10/04/2023;22:34:30;58.46;95.89;1.18;0.00;0.61;0.00
445;10/04/2023;22:34:32;57.04;95.84;1.13;0.05;0.64;0.00
446;10/04/2023;22:34:34;55.13;95.75;1.31;0.10;0.59;0.00
447;10/04/2023;22:34:36;55.39;95.61;1.35;0.05;0.54;0.00
448;10/04/2023;22:34:38;57.75;95.59;1.28;0.05;0.48;0.00
449;10/04/2023;22:34:40;59.36;95.69;1.05;0.05;0.53;0.00
450;10/04/2023;22:34:42;61.44;95.73;1.13;0.14;0.67;0.00
451;10/04/2023;22:34:44;65.75;95.72;1.17;0.05;0.81;0.00
452;10/04/2023;22:34:46;65.09;95.65;1.21;0.10;0.82;0.00
453;10/04/2023;22:34:48;66.63;95.50;1.18;0.05;0.75;0.00
454;10/04/2023;22:34:50;65.35;95.46;1.06;0.14;0.64;0.00
455;10/04/2023;22:34:52;64.21;95.52;1.22;0.14;0.64;0.00
456;10/04/2023;22:34:54;63.42;95.47;1.29;0.05;0.72;0.00
457;10/04/2023;22:34:56;61.03;95.32;1.25;0.00;0.77;0.00
458;10/04/2023;22:34:58;58.53;95.23;1.35;0.10;0.82;0.00
459;10/04/2023;22:35:00;57.26;95.19;1.28;0.22;0.79;0.00
460;10/04/2023;22:35:02;58.92;95.19;1.25;0.05;0.67;0.00
461;10/04/2023;22:35:04;60.00;95.22;1.31;0.14;0.51;0.00
462;10/04/2023;22:35:06;61.17;95.30;1.54;0.10;0.46;0.00
463;10/04/2023;22:35:08;61.80;95.45;1.42;0.22;0.55;0.00
464;10/04/2023;22:35:10;59.66;95.48;1.27;0.00;0.62;0.01
465;10/04/2023;22:35:13;61.55;95.39;1.35;0.22;0.58;0.00
466;10/04/2023;22:35:15;64.01;95.40;1.31;0.00;0.44;0.00
467;10/04/2023;22:35:17;64.11;95.48;1.48;0.00;0.21;0.00
468;10/04/2023;22:35:19;62.48;95.66;1.74;0.10;0.13;0.00
469;10/04/2023;22:35:21;59.21;95.77;1.38;0.14;0.15;0.00
470;10/04/2023;22:35:23;59.27;95.83;1.18;0.05;0.21;0.00
471;10/04/2023;22:35:25;59.49;95.86;1.43;0.00;0.31;0.00
472;10/04/2023;22:35:27;62.05;96.07;1.47;0.05;0.47;0.01
473;10/04/2023;22:35:29;60.06;96.09;1.64;0.00;0.54;0.00
474;10/04/2023;22:35:31;61.60;95.92;1.43;0.05;0.66;0.00
475;10/04/2023;22:35:33;63.32;95.74;1.53;0.00;0.74;0.00
476;10/04/2023;22:35:35;64.25;95.71;1.46;0.05;0.56;0.00
477;10/04/2023;22:35:37;63.83;95.62;1.57;0.10;0.18;0.00
478;10/04/2023;22:35:39;65.07;95.45;1.80;0.05;0.05;0.00
479;10/04/2023;22:35:41;67.25;95.37;1.15;0.10;0.04;0.00
480;10/04/2023;22:35:43;66.74;95.37;1.24;0.05;0.10;0.00
481;10/04/2023;22:35:45;64.76;95.45;1.54;0.10;0.32;0.00
482;10/04/2023;22:35:47;62.10;95.61;1.40;0.05;0.62;0.00
483;10/04/2023;22:35:49;59.34;95.69;1.51;0.00;0.75;0.00
484;10/04/2023;22:35:51;61.24;95.71;1.53;0.22;0.73;0.00
485;10/04/2023;22:35:53;61.15;95.68;1.55;0.14;0.59;0.00
486;10/04/2023;22:35:55;65.90;95.58;1.71;0.05;0.27;0.00
487;10/04/2023;22:35:57;68.45;95.39;1.73;0.05;0.12;0.00
488;10/04/2023;22:35:59;69.96;95.28;1.59;0.00;0.06;0.00
489;10/04/2023;22:36:01;66.53;95.24;1.16;0.00;0.05;0.00
490;10/04/2023;22:36:03;60.90;95.23;1.08;0.00;0.14;0.00
491;10/04/2023;22:36:05;57.74;95.28;1.29;0.00;0.40;0.00
492;10/04/2023;22:36:07;58.46;95.37;1.37;0.00;0.68;0.00
493;10/04/2023;22:36:09;59.25;95.55;1.29;0.10;0.67;0.00
494;10/04/2023;22:36:11;63.73;95.63;1.21;0.05;0.52;0.00
495;10/04/2023;22:36:13;66.12;95.64;1.49;0.14;0.49;0.00
496;10/04/2023;22:36:15;69.42;95.58;1.42;0.14;0.56;0.00
497;10/04/2023;22:36:17;72.32;95.64;1.51;0.10;0.62;0.00
498;10/04/2023;22:36:19;69.75;95.62;1.31;0.00;0.68;0.00
499;10/04/2023;22:36:21;66.49;95.53;1.41;0.14;0.69;0.00
500;10/04/2023;22:36:23;62.97;95.34;1.32;0.14;0.60;0.00
501;10/04/2023;22:36:25;60.89;95.22;1.34;0.10;0.44;0.00
502;10/04/2023;22:36:27;62.37;95.15;1.63;0.18;0.38;0.00
503;10/04/2023;22:36:29;64.77;95.10;1.33;0.05;0.47;0.00
504;10/04/2023;22:36:31;65.59;95.08;1.49;0.05;0.60;0.00
505;10/04/2023;22:36:33;65.08;95.07;1.53;0.00;0.65;0.00
506;10/04/2023;22:36:35;63.03;95.08;1.47;0.05;0.51;0.00
507;10/04/2023;22:36:37;64.87;95.10;1.72;0.10;0.30;0.00
508;10/04/2023;22:36:39;65.17;95.14;1.71;0.00;0.28;0.00
509;10/04/2023;22:36:41;65.80;95.21;1.40;0.05;0.37;0.00
510;10/04/2023;22:36:43;69.06;95.33;1.43;0.00;0.56;0.00
511;10/04/2023;22:36:45;67.40;95.30;1.40;0.14;0.73;0.00
512;10/04/2023;22:36:47;63.27;95.34;1.47;0.00;0.83;0.00
513;10/04/2023;22:36:49;59.71;95.45;1.46;0.10;0.86;0.00
514;10/04/2023;22:36:51;60.36;95.64;1.50;0.18;0.85;0.00
515;10/04/2023;22:36:53;59.73;95.77;1.46;0.05;0.74;0.00
516;10/04/2023;22:36:55;62.25;95.84;1.54;0.05;0.57;0.00
517;10/04/2023;22:36:57;60.75;95.89;1.70;0.00;0.48;0.00
518;10/04/2023;22:36:59;63.99;95.91;1.42;0.00;0.53;0.00
519;10/04/2023;22:37:01;65.06;95.92;1.48;0.00;0.67;0.00
520;10/04/2023;22:37:03;66.19;95.91;1.51;0.10;0.75;0.00
521;10/04/2023;22:37:05;66.54;95.88;1.54;0.05;0.68;0.00
522;10/04/2023;22:37:07;69.75;95.83;1.69;0.00;0.54;0.00
523;10/04/2023;22:37:09;72.54;95.74;1.48;0.05;0.27;0.00
524;10/04/2023;22:37:11;71.96;95.81;1.35;0.00;0.12;0.00
525;10/04/2023;22:37:13;66.56;95.83;1.80;0.00;0.12;0.00
526;10/04/2023;22:37:15;67.83;95.82;1.79;0.00;0.21;0.00
527;10/04/2023;22:37:17;69.08;95.78;1.96;0.00;0.25;0.00
528;10/04/2023;22:37:19;71.67;95.68;1.75;0.14;0.22;0.00
529;10/04/2023;22:37:21;71.14;95.53;1.48;0.00;0.14;0.00
530;10/04/2023;22:37:23;69.57;95.48;1.94;0.10;0.17;0.00
531;10/04/2023;22:37:25;68.75;95.53;1.73;0.10;0.28;0.00
532;10/04/2023;22:37:27;69.34;95.69;2.02;0.00;0.37;0.00
533;10/04/2023;22:37:29;66.69;95.78;1.76;0.05;0.54;0.00
534;10/04/2023;22:37:31;62.96;95.83;1.86;0.00;0.65;0.00
535;10/04/2023;22:37:33;63.19;95.85;1.88;0.05;0.57;0.00
536;10/04/2023;22:37:36;62.26;95.84;1.71;0.00;0.39;0.00
537;10/04/2023;22:37:38;61.00;95.79;2.07;0.14;0.33;0.00
538;10/04/2023;22:37:40;60.12;95.71;1.86;0.14;0.39;0.00
539;10/04/2023;22:37:42;63.32;95.76;1.83;0.10;0.42;0.00
540;10/04/2023;22:37:44;63.35;95.77;1.61;0.10;0.45;0.00
541;10/04/2023;22:37:46;65.54;95.73;1.89;0.10;0.46;0.00
542;10/04/2023;22:37:48;66.87;95.64;1.90;0.14;0.45;0.00
543;10/04/2023;22:37:50;65.65;95.68;1.69;0.05;0.38;0.00
544;10/04/2023;22:37:52;63.89;95.65;1.57;0.00;0.29;0.00
545;10/04/2023;22:37:54;60.06;95.56;1.74;0.05;0.29;0.00
546;10/04/2023;22:37:56;56.41;95.57;1.93;0.05;0.05;0.00
547;10/04/2023;22:37:58;55.27;95.70;2.09;0.05;0.00;0.00
548;10/04/2023;22:38:00;56.41;95.77;1.92;0.05;0.00;0.00
549;10/04/2023;22:38:02;61.23;95.79;0.86;0.10;0.00;0.00
550;10/04/2023;22:38:04;63.03;95.77;1.12;0.00;0.00;0.00
551;10/04/2023;22:38:06;67.06;95.70;0.96;0.00;0.06;0.00
552;10/04/2023;22:38:08;69.98;95.77;1.48;0.00;0.11;0.00
553;10/04/2023;22:38:10;72.18;95.79;1.12;0.05;0.16;0.00
554;10/04/2023;22:38:12;72.43;95.78;0.97;0.18;0.34;0.00
555;10/04/2023;22:38:14;71.93;95.71;1.14;0.00;0.45;0.00
556;10/04/2023;22:38:16;70.85;95.60;1.26;0.05;0.42;0.00
557;10/04/2023;22:38:18;71.31;95.40;1.36;0.14;0.29;0.00
558;10/04/2023;22:38:20;69.94;95.28;0.97;0.00;0.29;0.00
559;10/04/2023;22:38:22;68.61;95.21;1.13;0.10;0.36;0.00
560;10/04/2023;22:38:24;65.80;95.19;1.32;0.05;0.52;0.00
561;10/04/2023;22:38:26;63.07;95.21;1.12;0.14;0.65;0.00
562;10/04/2023;22:38:28;60.80;95.27;1.26;0.14;0.73;0.00
563;10/04/2023;22:38:30;59.48;95.38;1.25;0.05;0.69;0.00
564;10/04/2023;22:38:32;60.23;95.56;1.20;0.05;0.58;0.00
565;10/04/2023;22:38:34;59.35;95.66;1.39;0.00;0.35;0.00
566;10/04/2023;22:38:36;62.37;95.69;1.51;0.05;0.20;0.00
567;10/04/2023;22:38:38;65.20;95.66;1.49;0.00;0.13;0.00
568;10/04/2023;22:38:40;67.31;95.56;1.10;0.00;0.15;0.00
569;10/04/2023;22:38:42;65.34;95.58;1.04;0.18;0.30;0.00
570;10/04/2023;22:38:44;66.70;95.50;1.14;0.10;0.57;0.00
571;10/04/2023;22:38:46;66.52;95.33;1.17;0.10;0.70;0.00
572;10/04/2023;22:38:48;68.78;95.23;1.28;0.05;0.61;0.00
573;10/04/2023;22:38:50;68.90;95.17;1.05;0.10;0.57;0.00
574;10/04/2023;22:38:52;68.68;95.15;1.26;0.05;0.54;0.00
575;10/04/2023;22:38:54;67.81;95.15;1.11;0.00;0.45;0.00
576;10/04/2023;22:38:56;65.80;95.19;1.23;0.18;0.36;0.00
577;10/04/2023;22:38:58;64.49;95.26;1.50;0.10;0.38;0.00
578;10/04/2023;22:39:00;66.51;95.38;1.36;0.18;0.63;0.00
579;10/04/2023;22:39:02;67.32;95.39;1.37;0.00;0.80;0.00
580;10/04/2023;22:39:04;68.94;95.46;1.38;0.10;0.79;0.00
581;10/04/2023;22:39:06;69.64;95.43;1.31;0.14;0.69;0.00
582;10/04/2023;22:39:08;68.33;95.49;1.50;0.05;0.65;0.00
583;10/04/2023;22:39:10;65.62;95.65;1.31;0.05;0.65;0.00
584;10/04/2023;22:39:12;61.67;95.74;1.43;0.05;0.68;0.00
585;10/04/2023;22:39:14;62.09;95.77;1.43;0.05;0.58;0.00
586;10/04/2023;22:39:16;63.43;95.76;1.54;0.00;0.38;0.00
587;10/04/2023;22:39:18;65.99;95.70;1.73;0.14;0.28;0.00
588;10/04/2023;22:39:20;67.54;95.78;1.36;0.00;0.32;0.00
589;10/04/2023;22:39:22;68.68;95.82;1.39;0.10;0.48;0.00
590;10/04/2023;22:39:24;70.30;96.02;1.53;0.14;0.64;0.00
591;10/04/2023;22:39:26;71.59;96.03;1.60;0.05;0.73;0.00
592;10/04/2023;22:39:28;70.88;95.83;1.50;0.00;0.74;0.00
593;10/04/2023;22:39:30;70.97;95.61;1.42;0.05;0.65;0.00
594;10/04/2023;22:39:32;69.82;95.50;1.50;0.00;0.53;0.00
595;10/04/2023;22:39:34;68.96;95.50;1.62;0.00;0.46;0.00
596;10/04/2023;22:39:36;66.49;95.60;1.78;0.00;0.41;0.00
597;10/04/2023;22:39:38;62.89;95.61;1.60;0.18;0.38;0.01
598;10/04/2023;22:39:40;65.12;95.55;1.67;0.00;0.28;0.00
599;10/04/2023;22:39:42;66.19;95.40;1.30;0.22;0.25;0.00
600;10/04/2023;22:39:44;66.81;95.33;1.57;0.05;0.37;0.00
601;10/04/2023;22:39:46;67.38;95.32;1.60;0.10;0.49;0.00
602;10/04/2023;22:39:48;67.38;95.38;1.71;0.05;0.48;0.00
603;10/04/2023;22:39:50;70.09;95.52;1.45;0.10;0.46;0.00
604;10/04/2023;22:39:52;70.16;95.55;1.41;0.00;0.49;0.00
605;10/04/2023;22:39:54;67.73;95.50;1.57;0.10;0.37;0.00
606;10/04/2023;22:39:56;67.51;95.55;1.60;0.00;0.02;0.00
607;10/04/2023;22:39:59;68.30;95.71;1.88;0.10;0.00;0.00
608;10/04/2023;22:40:01;65.94;95.81;1.33;0.00;0.00;0.00
609;10/04/2023;22:40:03;68.11;95.86;0.42;0.10;0.00;0.00
610;10/04/2023;22:40:05;67.35;95.90;0.61;0.00;0.01;0.00
611;10/04/2023;22:40:07;68.50;95.91;0.56;0.05;0.27;0.00
612;10/04/2023;22:40:09;69.39;95.91;0.62;0.05;0.67;0.00
613;10/04/2023;22:40:11;72.25;95.88;0.48;0.00;0.66;0.00
614;10/04/2023;22:40:13;71.46;95.83;0.51;0.18;0.55;0.00
615;10/04/2023;22:40:15;69.23;95.75;0.60;0.00;0.38;0.00
616;10/04/2023;22:40:17;67.32;95.62;0.78;0.05;0.22;0.00
617;10/04/2023;22:40:19;67.60;95.41;0.94;0.22;0.15;0.00
618;10/04/2023;22:40:21;64.76;95.29;0.49;0.00;0.20;0.00
619;10/04/2023;22:40:23;64.53;95.22;0.56;0.10;0.39;0.00
620;10/04/2023;22:40:25;65.35;95.19;0.74;0.05;0.62;0.00
621;10/04/2023;22:40:27;62.30;95.21;0.59;0.00;0.73;0.00
622;10/04/2023;22:40:29;59.30;95.27;0.66;0.05;0.76;0.00
623;10/04/2023;22:40:31;60.27;95.38;0.56;0.10;0.74;0.00
624;10/04/2023;22:40:33;59.92;95.56;0.71;0.05;0.73;0.00
625;10/04/2023;22:40:35;58.47;95.66;0.67;0.05;0.66;0.00
626;10/04/2023;22:40:37;61.06;95.69;0.75;0.05;0.52;0.00
627;10/04/2023;22:40:39;65.08;95.66;0.62;0.14;0.35;0.00
628;10/04/2023;22:40:41;68.36;95.56;0.36;0.05;0.28;0.00
629;10/04/2023;22:40:43;69.74;95.37;0.63;0.05;0.39;0.00
630;10/04/2023;22:40:45;64.00;95.25;0.62;0.05;0.50;0.00
631;10/04/2023;22:40:47;63.72;95.19;0.79;0.14;0.50;0.00
632;10/04/2023;22:40:49;61.78;95.16;0.67;0.05;0.54;0.00
633;10/04/2023;22:40:51;63.46;95.17;0.49;0.10;0.58;0.00
634;10/04/2023;22:40:53;62.14;95.21;0.62;0.05;0.63;0.00
635;10/04/2023;22:40:55;65.66;95.29;0.63;0.00;0.62;0.00
636;10/04/2023;22:40:57;68.65;95.43;0.79;0.05;0.55;0.00
637;10/04/2023;22:40:59;68.81;95.46;0.52;0.10;0.54;0.00
638;10/04/2023;22:41:01;69.88;95.38;0.68;0.10;0.55;0.00
639;10/04/2023;22:41:03;67.68;95.38;0.70;0.22;0.50;0.00
640;10/04/2023;22:41:05;64.30;95.45;0.71;0.00;0.36;0.00
641;10/04/2023;22:41:07;65.42;95.61;1.03;0.05;0.31;0.00
642;10/04/2023;22:41:09;66.37;95.69;0.89;0.05;0.55;0.00
643;10/04/2023;22:41:11;69.23;95.71;0.80;0.10;0.70;0.00
644;10/04/2023;22:41:13;70.88;95.68;0.90;0.00;0.63;0.00
645;10/04/2023;22:41:15;67.93;95.58;0.78;0.00;0.46;0.00
646;10/04/2023;22:41:17;64.88;95.39;1.08;0.00;0.37;0.00
647;10/04/2023;22:41:19;61.69;95.28;1.04;0.10;0.41;0.00
648;10/04/2023;22:41:21;61.61;95.23;0.77;0.05;0.47;0.00
649;10/04/2023;22:41:23;59.08;95.23;0.90;0.14;0.56;0.00
650;10/04/2023;22:41:25;60.81;95.27;0.95;0.00;0.57;0.00
651;10/04/2023;22:41:27;66.46;95.36;1.12;0.10;0.48;0.00
652;10/04/2023;22:41:29;70.89;95.53;0.95;0.00;0.38;0.00
653;10/04/2023;22:41:31;73.42;95.61;0.76;0.05;0.31;0.00
654;10/04/2023;22:41:33;75.51;95.60;1.13;0.05;0.31;0.00
655;10/04/2023;22:41:35;76.47;95.52;0.82;0.05;0.43;0.00
656;10/04/2023;22:41:37;74.94;95.34;0.89;0.14;0.68;0.00
657;10/04/2023;22:41:39;71.96;95.22;0.92;0.00;0.81;0.00
658;10/04/2023;22:41:41;68.20;95.15;0.92;0.10;0.78;0.00
659;10/04/2023;22:41:43;69.94;95.12;0.80;0.05;0.77;0.00
660;10/04/2023;22:41:45;73.29;95.10;0.85;0.05;0.77;0.00
661;10/04/2023;22:41:47;74.53;95.10;0.94;0.05;0.80;0.00
662;10/04/2023;22:41:49;73.36;95.13;0.94;0.00;0.81;0.00
663;10/04/2023;22:41:51;71.36;95.18;0.85;0.05;0.78;0.00
664;10/04/2023;22:41:53;70.28;95.27;0.89;0.00;0.69;0.00
665;10/04/2023;22:41:55;69.20;95.21;1.04;0.10;0.63;0.00
666;10/04/2023;22:41:57;68.49;95.19;0.84;0.00;0.59;0.00
667;10/04/2023;22:41:59;67.99;95.21;0.95;0.00;0.62;0.00
668;10/04/2023;22:42:01;70.17;95.28;0.75;0.14;0.64;0.00
669;10/04/2023;22:42:03;72.87;95.40;0.85;0.00;0.67;0.00
670;10/04/2023;22:42:05;72.30;95.40;0.75;0.05;0.68;0.00
671;10/04/2023;22:42:07;68.41;95.28;0.92;0.05;0.71;0.00
672;10/04/2023;22:42:09;63.09;95.22;0.89;0.00;0.65;0.00
673;10/04/2023;22:42:11;58.75;95.19;0.81;0.10;0.48;0.00
674;10/04/2023;22:42:13;58.12;95.21;1.11;0.05;0.36;0.00
675;10/04/2023;22:42:15;61.35;95.27;0.82;0.05;0.36;0.00
676;10/04/2023;22:42:17;63.06;95.19;1.09;0.00;0.41;0.00
677;10/04/2023;22:42:19;61.87;95.14;0.81;0.00;0.49;0.00
678;10/04/2023;22:42:21;60.84;95.12;0.93;0.10;0.58;0.00
679;10/04/2023;22:42:24;63.04;95.13;1.04;0.14;0.57;0.00
680;10/04/2023;22:42:26;61.58;95.16;0.86;0.05;0.42;0.00
681;10/04/2023;22:42:28;65.14;95.23;1.16;0.10;0.32;0.00
682;10/04/2023;22:42:30;68.07;95.34;0.82;0.10;0.40;0.00
683;10/04/2023;22:42:32;67.37;95.32;0.89;0.00;0.55;0.00
684;10/04/2023;22:42:34;63.59;95.36;0.92;0.00;0.53;0.00
685;10/04/2023;22:42:36;65.68;95.48;0.81;0.05;0.28;0.00
686;10/04/2023;22:42:38;66.59;95.49;1.22;0.14;0.15;0.00
687;10/04/2023;22:42:40;69.38;95.59;0.91;0.14;0.22;0.00
688;10/04/2023;22:42:42;69.00;95.62;0.75;0.05;0.39;0.00
689;10/04/2023;22:42:44;67.33;95.57;0.82;0.14;0.47;0.00
690;10/04/2023;22:42:46;64.39;95.63;0.78;0.05;0.31;0.00
691;10/04/2023;22:42:48;66.07;95.62;1.14;0.10;0.22;0.00
692;10/04/2023;22:42:50;64.84;95.53;0.73;0.05;0.24;0.00
693;10/04/2023;22:42:52;68.25;95.35;0.81;0.00;0.31;0.00
694;10/04/2023;22:42:54;67.69;95.24;1.04;0.05;0.44;0.00
695;10/04/2023;22:42:56;67.19;95.17;1.06;0.22;0.68;0.00
696;10/04/2023;22:42:58;62.62;95.14;1.10;0.14;0.77;0.00
697;10/04/2023;22:43:00;61.48;95.14;1.00;0.05;0.66;0.00
698;10/04/2023;22:43:02;65.07;95.17;1.16;0.05;0.59;0.00
699;10/04/2023;22:43:04;66.18;95.24;1.26;0.05;0.64;0.00
700;10/04/2023;22:43:06;68.89;95.35;1.25;0.18;0.68;0.00
701;10/04/2023;22:43:08;72.02;95.32;1.28;0.05;0.74;0.00
702;10/04/2023;22:43:10;72.75;95.37;1.13;0.05;0.68;0.00
703;10/04/2023;22:43:12;75.74;95.29;1.21;0.00;0.55;0.00
704;10/04/2023;22:43:14;78.62;95.26;1.11;0.10;0.39;0.00
705;10/04/2023;22:43:16;76.72;95.29;1.40;0.10;0.29;0.00
706;10/04/2023;22:43:18;77.44;95.37;1.49;0.05;0.30;0.00
707;10/04/2023;22:43:20;75.40;95.33;1.19;0.00;0.47;0.00
708;10/04/2023;22:43:22;73.64;95.15;1.30;0.10;0.63;0.01
709;10/04/2023;22:43:24;69.35;94.99;1.21;0.14;0.63;0.01
710;10/04/2023;22:43:26;70.51;95.06;1.23;0.00;0.58;0.00
711;10/04/2023;22:43:28;71.04;95.12;1.45;0.00;0.58;0.00
712;10/04/2023;22:43:30;71.02;95.22;1.26;0.00;0.66;0.00
713;10/04/2023;22:43:32;72.01;95.15;1.38;0.10;0.72;0.00
714;10/04/2023;22:43:34;70.88;95.11;1.40;0.10;0.68;0.00
715;10/04/2023;22:43:36;71.77;95.10;1.40;0.10;0.42;0.00
716;10/04/2023;22:43:38;70.30;95.10;1.63;0.05;0.17;0.00
717;10/04/2023;22:43:40;70.51;95.13;1.51;0.14;0.09;0.00
718;10/04/2023;22:43:42;73.10;95.18;1.05;0.10;0.11;0.00
719;10/04/2023;22:43:44;74.02;95.26;1.19;0.00;0.30;0.00
720;10/04/2023;22:43:46;73.74;95.40;1.33;0.00;0.60;0.00
721;10/04/2023;22:43:48;70.16;95.42;1.35;0.10;0.67;0.00
722;10/04/2023;22:43:50;70.00;95.32;1.19;0.05;0.62;0.00
723;10/04/2023;22:43:52;67.64;95.29;1.14;0.00;0.55;0.00
724;10/04/2023;22:43:54;69.87;95.31;1.34;0.05;0.39;0.00
725;10/04/2023;22:43:56;69.30;95.40;1.45;0.10;0.19;0.00
726;10/04/2023;22:43:58;69.42;95.36;1.30;0.00;0.09;0.00
727;10/04/2023;22:44:00;65.89;95.40;0.99;0.10;0.12;0.00
728;10/04/2023;22:44:02;67.04;95.52;0.81;0.00;0.29;0.00
729;10/04/2023;22:44:04;70.19;95.55;1.00;0.10;0.57;0.00
730;10/04/2023;22:44:06;72.87;95.68;0.87;0.00;0.58;0.00
731;10/04/2023;22:44:08;76.60;95.75;0.89;0.00;0.40;0.00
732;10/04/2023;22:44:10;74.75;95.77;0.63;0.00;0.29;0.00
733;10/04/2023;22:44:12;74.09;95.75;0.93;0.05;0.29;0.00
734;10/04/2023;22:44:14;73.56;95.68;1.06;0.05;0.46;0.00
735;10/04/2023;22:44:16;73.49;95.54;0.94;0.00;0.61;0.00
736;10/04/2023;22:44:18;70.86;95.51;0.93;0.05;0.54;0.00
737;10/04/2023;22:44:20;71.70;95.58;1.10;0.10;0.39;0.00
738;10/04/2023;22:44:22;72.41;95.57;0.74;0.05;0.31;0.00
739;10/04/2023;22:44:24;72.99;95.47;0.89;0.10;0.42;0.00
740;10/04/2023;22:44:26;73.73;95.46;1.02;0.14;0.55;0.00
741;10/04/2023;22:44:28;74.01;95.55;1.07;0.00;0.63;0.00
742;10/04/2023;22:44:30;74.13;95.55;1.11;0.05;0.61;0.00
743;10/04/2023;22:44:32;75.38;95.46;0.88;0.05;0.54;0.00
744;10/04/2023;22:44:34;74.53;95.45;0.97;0.05;0.52;0.00
745;10/04/2023;22:44:36;73.19;95.54;1.14;0.10;0.41;0.00
746;10/04/2023;22:44:38;71.05;95.54;1.20;0.05;0.28;0.00
747;10/04/2023;22:44:40;70.18;95.45;1.04;0.05;0.21;0.00
748;10/04/2023;22:44:42;68.50;95.44;0.79;0.00;0.19;0.00
749;10/04/2023;22:44:44;68.18;95.53;0.68;0.00;0.24;0.00
750;10/04/2023;22:44:46;70.37;95.52;0.93;0.14;0.39;0.00
751;10/04/2023;22:44:49;68.93;95.42;1.05;0.10;0.49;0.00
752;10/04/2023;22:44:51;66.47;95.19;0.83;0.05;0.62;0.00
753;10/04/2023;22:44:53;69.83;95.01;0.89;0.05;0.62;0.00
754;10/04/2023;22:44:55;71.07;94.83;0.79;0.00;0.45;0.00
755;10/04/2023;22:44:57;69.49;94.61;0.99;0.18;0.40;0.00
756;10/04/2023;22:44:59;66.96;94.52;1.17;0.05;0.50;0.00
757;10/04/2023;22:45:01;65.04;94.53;0.97;0.00;0.60;0.00
758;10/04/2023;22:45:03;65.50;94.65;1.03;0.00;0.55;0.00
759;10/04/2023;22:45:05;66.92;94.89;1.23;0.05;0.56;0.00
760;10/04/2023;22:45:07;68.23;95.12;1.20;0.05;0.68;0.00
761;10/04/2023;22:45:09;71.10;95.17;1.06;0.00;0.69;0.01
762;10/04/2023;22:45:11;69.61;95.25;1.06;0.14;0.57;0.00
